도감번호,이름,KPNI국명,학명,관찰기준학명,과,자생구분,관찰건수,개화기_초안,계절_초안,희귀도_초안,관찰합계,관찰월분포,출처,기존200종,기존학명_낡음,대표색,주요서식지,AI난이도,비슷한꽃
,좀개수염,좀개수염,Eriocaulon decemflorum,,Eriocaulaceae,자생식물,141,,,보통,18,1:1/2:0/3:0/4:0/5:0/6:0/7:0/8:3/9:9/10:1/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
,구와말,구와말,Limnophila sessiliflora,,Scrophulariaceae,자생식물,141,9월,가을,보통,32,1:1/2:0/3:0/4:1/5:1/6:2/7:4/8:2/9:19/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,나나벌이난초,나나벌이난초,Liparis krameri,,Orchidaceae,자생식물,141,6~8월,여름,보통,44,1:0/2:0/3:0/4:2/5:4/6:17/7:11/8:6/9:4/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,눈개불알풀,눈개불알풀,Veronica hederifolia,,Scrophulariaceae,외래식물,141,3~4월,봄,보통,46,1:1/2:3/3:9/4:22/5:5/6:3/7:2/8:0/9:0/10:0/11:0/12:1,GBIF관찰+KPNI정명,,,,,,
,좀현호색,좀현호색,Corydalis decumbens,,Fumariaceae,자생식물,140,,,보통,14,1:0/2:0/3:1/4:11/5:2/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,흰갈퀴,흰갈퀴,Galium tokyoense,,Rubiaceae,자생식물,140,5~6월,여름,보통,80,1:2/2:0/3:0/4:2/5:16/6:44/7:9/8:3/9:1/10:2/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
151,옥잠화,옥잠화,Hosta plantaginea,,Liliaceae,재배식물,140,5~9월,여름,보통,93,1:1/2:0/3:0/4:4/5:22/6:9/7:8/8:21/9:20/10:7/11:1/12:0,GBIF관찰+KPNI정명,Y,,흰색,화단·공원,중,비비추
,큰석류풀,큰석류풀,Mollugo verticillata,,Molluginaceae,외래식물,140,7~10월,가을,보통,44,1:1/2:0/3:0/4:0/5:0/6:3/7:7/8:11/9:14/10:7/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,아욱메풀,아욱메풀,Dichondra micrantha,,Convolvulaceae,외래식물,139,4~7월,여름,보통,77,1:2/2:0/3:0/4:12/5:9/6:7/7:18/8:3/9:14/10:9/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,개벼룩,개벼룩,Moehringia lateriflora,,Caryophyllaceae,자생식물,138,,,보통,12,1:0/2:0/3:0/4:4/5:6/6:0/7:1/8:0/9:0/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,산닥나무,산닥나무,Wikstroemia trichotoma,,Thymelaeaceae,자생식물,138,,,보통,25,1:0/2:1/3:0/4:0/5:1/6:3/7:6/8:0/9:11/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,털노박덩굴,털노박덩굴,Celastrus stephanotiifolius,,Celastraceae,자생식물,137,,,보통,0,,GBIF관찰+KPNI정명,,,,,,
,꼬리말발도리,꼬리말발도리,Deutzia paniculata,,Saxifragaceae,자생식물,137,,,보통,24,1:0/2:0/3:0/4:6/5:10/6:3/7:1/8:2/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,줄딸기,줄딸기,Rubus pungens,,Rosaceae,자생식물,137,4~5월,봄,보통,38,1:0/2:0/3:0/4:12/5:16/6:5/7:4/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,야고,야고,Aeginetia indica,,Orobanchaceae,자생식물,136,9~10월,가을,보통,45,1:4/2:0/3:0/4:0/5:0/6:1/7:2/8:4/9:19/10:10/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
,산버들,산버들,Salix taraikensis,,Salicaceae,자생식물,136,,,보통,0,,GBIF관찰+KPNI정명,,,,,,
,금꿩의다리,금꿩의다리,Thalictrum rochebruneanum,,Ranunculaceae,자생식물,136,,,보통,7,1:0/2:0/3:0/4:0/5:0/6:0/7:3/8:1/9:2/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,나도제비란,나도제비란,Galearis cyclochila,,Orchidaceae,자생식물,135,,,보통,20,1:0/2:0/3:0/4:0/5:15/6:5/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,산쥐손이,산쥐손이,Geranium dahuricum,,Geraniaceae,자생식물,135,,,보통,6,1:0/2:0/3:0/4:0/5:0/6:0/7:1/8:2/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,털박쥐나물,털박쥐나물,Parasenecio hastatus,,Asteraceae,자생식물,134,,,보통,19,1:0/2:0/3:0/4:1/5:2/6:4/7:6/8:2/9:3/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,은단풍,은단풍,Acer saccharinum,,Aceraceae,재배식물,133,3~4월,봄,보통,52,1:1/2:5/3:15/4:10/5:5/6:7/7:2/8:2/9:0/10:0/11:4/12:1,GBIF관찰+KPNI정명,,,,,,
,큰점나도나물,큰점나도나물,Cerastium fischerianum,,Caryophyllaceae,자생식물,133,,,보통,28,1:2/2:1/3:0/4:3/5:15/6:3/7:3/8:0/9:0/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,함박이,함박이,Stephania japonica,,Menispermaceae,자생식물,133,,,보통,26,1:2/2:0/3:0/4:2/5:5/6:3/7:5/8:0/9:6/10:0/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,대반하,대반하,Pinellia tripartita,,Araceae,자생식물,132,4~8월,여름,보통,49,1:3/2:0/3:0/4:7/5:9/6:5/7:9/8:8/9:2/10:4/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,이태리포플라,이태리포플라,Populus canadensis,,Salicaceae,재배식물,132,,,보통,65,1:2/2:0/3:1/4:7/5:14/6:7/7:6/8:10/9:6/10:11/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,세복수초,세복수초,Adonis multiflora,,Ranunculaceae,자생식물,131,3~4월,봄,보통,35,1:1/2:3/3:11/4:12/5:2/6:4/7:0/8:0/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,난장이현호색,난장이현호색,Corydalis humilis,,Fumariaceae,자생식물,131,3~4월,봄,보통,102,1:0/2:0/3:48/4:46/5:5/6:1/7:0/8:0/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
161,메리골드,천수국,Tagetes erecta,,Asteraceae,재배식물,131,8~11월,가을,보통,58,1:2/2:0/3:0/4:1/5:4/6:4/7:3/8:13/9:10/10:15/11:6/12:0,GBIF관찰+KPNI정명,Y,,주황,화단,중,만수국
,개구리갓,개구리갓,Ranunculus ternatus,,Ranunculaceae,자생식물,130,,,보통,12,1:0/2:0/3:0/4:6/5:3/6:1/7:2/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,좀짚신나물,좀짚신나물,Agrimonia nipponica,,Rosaceae,자생식물,129,8~9월,가을,보통,38,1:0/2:0/3:1/4:0/5:1/6:0/7:1/8:17/9:17/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,한계령풀,한계령풀,Gymnospermium microrrhynchum,,Berberidaceae,자생식물,129,,,보통,28,1:0/2:0/3:0/4:11/5:16/6:0/7:0/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
150,노랑원추리,노랑원추리,Hemerocallis thunbergii,,Liliaceae,자생식물,129,7~8월,여름,보통,48,1:0/2:0/3:0/4:1/5:1/6:4/7:16/8:20/9:5/10:1/11:0/12:0,GBIF관찰+KPNI정명,Y,,노랑,공원·화단,중,원추리
,흰말채나무,흰말채나무,Cornus alba,,Cornaceae,자생식물,127,5~6월,여름,보통,45,1:1/2:0/3:1/4:1/5:10/6:13/7:1/8:3/9:1/10:11/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,골잎원추리,골잎원추리,Hemerocallis coreana,,Liliaceae,자생식물,127,7~8월,여름,보통,61,1:2/2:0/3:0/4:0/5:1/6:4/7:32/8:19/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,둥근마,둥근마,Dioscorea bulbifera,,Dioscoreaceae,재배식물,126,5~10월,여름,보통,66,1:2/2:0/3:1/4:2/5:9/6:13/7:9/8:5/9:10/10:13/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,돌갈매나무,돌갈매나무,Rhamnus parvifolia,,Rhamnaceae,자생식물,126,,,보통,20,1:0/2:0/3:1/4:2/5:8/6:2/7:1/8:3/9:0/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,큰수리취,큰수리취,Synurus excelsus,,Asteraceae,자생식물,126,,,보통,26,1:1/2:0/3:0/4:2/5:1/6:1/7:3/8:7/9:10/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,잔잎바디,잔잎바디,Angelica czernaevia,,Apiaceae,자생식물,125,9~10월,가을,보통,41,1:1/2:0/3:0/4:0/5:0/6:4/7:4/8:4/9:9/10:17/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,좀개미취,좀개미취,Aster maackii,,Asteraceae,자생식물,125,5~6월,여름,보통,36,1:2/2:0/3:0/4:0/5:5/6:8/7:2/8:7/9:8/10:4/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,낙상홍,낙상홍,Ilex serrata,,Aquifoliaceae,재배식물,125,,,보통,18,1:0/2:0/3:0/4:0/5:2/6:1/7:0/8:0/9:6/10:5/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
,구슬갓냉이,구슬갓냉이,Rorippa globosa,,Brassicaceae,자생식물,125,,,보통,19,1:0/2:0/3:0/4:2/5:3/6:7/7:1/8:4/9:0/10:1/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,왜갓냉이,왜갓냉이,Cardamine yezoensis,,Brassicaceae,자생식물,124,,,보통,6,1:0/2:0/3:0/4:2/5:3/6:0/7:0/8:0/9:0/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,가지괭이눈,가지괭이눈,Chrysosplenium ramosum,,Saxifragaceae,자생식물,124,4~5월,봄,보통,50,1:0/2:0/3:0/4:19/5:17/6:1/7:4/8:5/9:4/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,만삼,만삼,Codonopsis pilosula,,Campanulaceae,자생식물,124,,,보통,10,1:0/2:0/3:0/4:0/5:0/6:1/7:3/8:4/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,애기우산나물,애기우산나물,Syneilesis aconitifolia,,Asteraceae,자생식물,124,,,보통,11,1:1/2:0/3:0/4:1/5:0/6:4/7:2/8:2/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,애기마름,애기마름,Trapa incisa,,Trapaceae,자생식물,124,,,보통,18,1:0/2:0/3:0/4:0/5:2/6:3/7:3/8:6/9:2/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,자주알록제비꽃,자주알록제비꽃,Viola tenuicornis,,Violaceae,자생식물,124,4~6월,봄,보통,34,1:0/2:0/3:1/4:8/5:8/6:10/7:3/8:1/9:2/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,애기등,애기등,Wisteriopsis japonica,,Fabaceae,자생식물,124,5~10월,여름,보통,62,1:4/2:0/3:0/4:1/5:14/6:9/7:11/8:7/9:9/10:6/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,채고추나물,채고추나물,Hypericum attenuatum,,Clusiaceae,자생식물,123,,,보통,21,1:3/2:0/3:0/4:0/5:4/6:2/7:4/8:4/9:4/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,검양옻나무,검양옻나무,Toxicodendron succedaneum,,Anacardiaceae,자생식물,123,5~7월,여름,보통,43,1:3/2:0/3:0/4:1/5:8/6:10/7:7/8:3/9:3/10:5/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,삼도하수오,삼도하수오,Fallopia koreana,,Polygonaceae,자생식물,122,,,보통,13,1:0/2:0/3:0/4:2/5:1/6:2/7:6/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,흰바위취,흰바위취,Micranthes manchuriensis,,Saxifragaceae,자생식물,122,6~8월,여름,보통,38,1:0/2:0/3:0/4:4/5:4/6:12/7:5/8:7/9:3/10:2/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,가는마디꽃,가는마디꽃,Rotala mexicana,,Lythraceae,자생식물,122,8~10월,가을,보통,33,1:3/2:0/3:0/4:1/5:0/6:1/7:1/8:10/9:11/10:5/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
157,백일홍,백일홍,Zinnia elegans,,Asteraceae,재배식물,122,6~10월,여름,보통,88,1:1/2:1/3:0/4:1/5:2/6:12/7:10/8:13/9:23/10:21/11:4/12:0,GBIF관찰+KPNI정명,Y,,기타,화단,중,다알리아
,당매자나무,당매자나무,Berberis chinensis,,Berberidaceae,자생식물,121,,,보통,16,1:0/2:0/3:0/4:0/5:0/6:0/7:1/8:0/9:0/10:0/11:0/12:15,GBIF관찰+KPNI정명,,,,,,
,솜다리,솜다리,Leontopodium coreanum,,Asteraceae,자생식물,121,,,보통,5,1:0/2:0/3:0/4:1/5:0/6:1/7:1/8:0/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,황금,황금,Scutellaria baicalensis,,Lamiaceae,재배식물,121,,,보통,19,1:1/2:0/3:0/4:0/5:0/6:2/7:2/8:8/9:6/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,한라새우난초,한라새우난초,Calanthe striata,,Orchidaceae,자생식물,120,4~5월,봄,보통,52,1:0/2:0/3:1/4:12/5:32/6:3/7:3/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,바늘엉겅퀴,바늘엉겅퀴,Cirsium rhinoceros,,Asteraceae,자생식물,120,,,보통,13,1:1/2:0/3:1/4:0/5:2/6:1/7:0/8:0/9:6/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,감절대,감절대,Reynoutria forbesii,,Polygonaceae,자생식물,120,9~10월,가을,보통,39,1:0/2:0/3:1/4:1/5:5/6:3/7:2/8:3/9:7/10:17/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,섬노린재나무,섬노린재나무,Symplocos coreana,,Symplocaceae,자생식물,120,,,보통,6,1:0/2:0/3:1/4:0/5:3/6:0/7:1/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
117,접시꽃,접시꽃,Alcea rosea,,Malvaceae,재배식물,119,6~7월,여름,보통,53,1:0/2:0/3:0/4:2/5:4/6:25/7:9/8:5/9:5/10:2/11:0/12:1,GBIF관찰+KPNI정명,Y,,분홍,화단·담장 밑,중,"무궁화,부용"
,개수염,개수염,Eriocaulon miquelianum,,Eriocaulaceae,자생식물,119,,,보통,20,1:2/2:0/3:0/4:0/5:0/6:0/7:1/8:5/9:6/10:6/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,개보리뺑이,개보리뺑이,Lapsanastrum apogonoides,,Asteraceae,자생식물,119,4~5월,봄,보통,54,1:1/2:0/3:5/4:14/5:25/6:4/7:2/8:0/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,분홍낮달맞이꽃,분홍낮달맞이꽃,Oenothera speciosa,,Onagraceae,재배식물,119,5월,봄,보통,107,1:0/2:0/3:0/4:6/5:53/6:14/7:11/8:10/9:8/10:4/11:0/12:1,GBIF관찰+KPNI정명,,,,,,
,위성류,위성류,Tamarix chinensis,,Tamaricaceae,재배식물,119,,,보통,7,1:0/2:0/3:1/4:0/5:3/6:0/7:1/8:1/9:0/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,무늬천남성,무늬천남성,Arisaema thunbergii,,Araceae,자생식물,118,4~6월,봄,보통,39,1:0/2:0/3:0/4:15/5:11/6:8/7:4/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,가시오갈피,가시오갈피,Eleutherococcus senticosus,,Araliaceae,자생식물,118,,,보통,5,1:0/2:0/3:0/4:1/5:2/6:2/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,개아마,개아마,Linum stelleroides,,Linaceae,자생식물,118,,,보통,12,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:6/9:5/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,꽃싸리,꽃싸리,Campylotropis macrocarpa,,Fabaceae,자생식물,117,8~9월,가을,보통,30,1:2/2:0/3:0/4:6/5:0/6:1/7:3/8:6/9:9/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
85,나무수국,나무수국,Hydrangea paniculata,,Saxifragaceae,재배식물,117,7~9월,여름,보통,41,1:1/2:0/3:0/4:2/5:1/6:3/7:13/8:10/9:9/10:1/11:1/12:0,GBIF관찰+KPNI정명,Y,,흰색,공원·정원,중,수국
,금방망이,금방망이,Senecio nemorensis,,Asteraceae,자생식물,117,7~10월,가을,보통,34,1:5/2:0/3:0/4:3/5:3/6:1/7:8/8:6/9:3/10:4/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,큰네잎갈퀴,큰네잎갈퀴,Vicia ramuliflora,,Fabaceae,자생식물,117,,,보통,3,1:0/2:0/3:0/4:0/5:0/6:0/7:1/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,나도공단풀,나도공단풀,Sida rhombifolia,,Malvaceae,외래식물,116,,,보통,20,1:4/2:1/3:0/4:0/5:1/6:0/7:2/8:0/9:9/10:2/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,산솜방망이,산솜방망이,Tephroseris flammea,,Asteraceae,자생식물,116,,,보통,11,1:0/2:0/3:0/4:0/5:0/6:1/7:1/8:9/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,자주달개비,자주달개비,Tradescantia ohiensis,,Commelinaceae,재배식물,116,,,보통,8,1:0/2:0/3:0/4:1/5:3/6:2/7:0/8:0/9:0/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,개느삼,개느삼,Sophora koreensis,,Fabaceae,자생식물,115,,,보통,16,1:0/2:0/3:0/4:4/5:7/6:1/7:1/8:0/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,애기자운,애기자운,Gueldenstaedtia verna,,Fabaceae,자생식물,114,3~4월,봄,보통,39,1:0/2:0/3:16/4:13/5:5/6:2/7:1/8:0/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,애기골무꽃,애기골무꽃,Scutellaria dependens,,Lamiaceae,자생식물,114,,,보통,14,1:0/2:0/3:0/4:0/5:1/6:2/7:2/8:5/9:3/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,세뿔투구꽃,세뿔투구꽃,Aconitum austrokoreense,,Ranunculaceae,자생식물,113,,,보통,14,1:0/2:0/3:0/4:0/5:0/6:0/7:8/8:0/9:4/10:1/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,섬사철란,섬사철란,Goodyera henryi,,Orchidaceae,자생식물,113,,,보통,25,1:1/2:0/3:0/4:4/5:2/6:6/7:4/8:2/9:4/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,꼬리까치밥나무,꼬리까치밥나무,Ribes komarovii,,Saxifragaceae,자생식물,113,,,보통,11,1:0/2:0/3:1/4:6/5:4/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,산매자나무,산매자나무,Vaccinium japonicum,,Ericaceae,자생식물,113,,,보통,7,1:1/2:0/3:1/4:0/5:0/6:0/7:2/8:0/9:2/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,주름제비란,주름제비란,Galearis camtschatica,,Orchidaceae,자생식물,112,,,보통,9,1:1/2:0/3:0/4:0/5:2/6:2/7:2/8:2/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,가는네잎갈퀴,가는네잎갈퀴,Galium trifidum,,Rubiaceae,자생식물,112,,,보통,22,1:0/2:0/3:1/4:5/5:1/6:3/7:3/8:3/9:5/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,유홍초,유홍초,Ipomoea quamoclit,,Convolvulaceae,재배식물,112,8~10월,가을,보통,69,1:1/2:0/3:0/4:0/5:4/6:0/7:3/8:11/9:29/10:19/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,당광나무,당광나무,Ligustrum lucidum,,Oleaceae,자생식물,112,,,보통,21,1:0/2:0/3:0/4:1/5:0/6:1/7:1/8:0/9:0/10:0/11:16/12:2,GBIF관찰+KPNI정명,,,,,,
,선백미꽃,선백미꽃,Vincetoxicum inamoenum,,Apocynaceae,자생식물,112,,,보통,18,1:0/2:0/3:0/4:0/5:2/6:7/7:3/8:2/9:4/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,달구지풀,달구지풀,Trifolium lupinaster,,Fabaceae,자생식물,111,,,보통,6,1:0/2:0/3:2/4:0/5:1/6:1/7:2/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,망적천문동,망적천문동,Asparagus dauricus,,Liliaceae,자생식물,110,,,보통,21,1:0/2:0/3:0/4:1/5:4/6:7/7:1/8:5/9:2/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,풀명자,풀명자,Chaenomeles japonica,,Rosaceae,재배식물,110,,,보통,24,1:1/2:0/3:5/4:9/5:1/6:1/7:1/8:1/9:2/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,라일락,라일락,Syringa vulgaris,,Oleaceae,재배식물,110,3~5월,봄,보통,71,1:1/2:2/3:17/4:22/5:13/6:7/7:2/8:2/9:2/10:0/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,들완두,들완두,Vicia bungei,,Fabaceae,자생식물,110,,,보통,20,1:0/2:0/3:1/4:6/5:9/6:0/7:0/8:0/9:3/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,소경불알,소경불알,Codonopsis ussuriensis,,Campanulaceae,자생식물,109,,,보통,28,1:0/2:0/3:0/4:5/5:6/6:2/7:2/8:9/9:4/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,가는금불초,가는금불초,Inula linariifolia,,Asteraceae,자생식물,109,,,보통,0,,GBIF관찰+KPNI정명,,,,,,
,노랑붓꽃,노랑붓꽃,Iris koreana,,Iridaceae,자생식물,109,,,보통,2,1:0/2:0/3:0/4:1/5:0/6:1/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,흰제비란,흰제비란,Platanthera hologlottis,,Orchidaceae,자생식물,109,,,보통,11,1:0/2:0/3:0/4:0/5:0/6:1/7:6/8:3/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,큰비쑥,큰비쑥,Artemisia fukudo,,Asteraceae,자생식물,108,,,보통,20,1:1/2:0/3:1/4:1/5:2/6:6/7:2/8:3/9:1/10:2/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
12,자목련,자목련,Magnolia liliiflora,,Magnoliaceae,재배식물,108,,,보통,21,1:0/2:0/3:3/4:10/5:4/6:2/7:0/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,Y,,보라,공원·정원,하,백목련
,된장풀,된장풀,Ohwia caudata,,Fabaceae,자생식물,108,,,보통,18,1:0/2:0/3:0/4:1/5:0/6:7/7:0/8:5/9:2/10:1/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,세뿔여뀌,세뿔여뀌,Persicaria debilis,,Polygonaceae,자생식물,108,,,보통,15,1:3/2:0/3:0/4:0/5:1/6:1/7:5/8:2/9:0/10:2/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,좀회양목,좀회양목,Buxus microphylla,,Buxaceae,재배식물,107,,,보통,5,1:0/2:1/3:0/4:1/5:2/6:0/7:0/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,고수,고수,Coriandrum sativum,,Apiaceae,재배식물,106,,,보통,18,1:0/2:0/3:0/4:0/5:14/6:2/7:1/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,울릉장구채,울릉장구채,Silene takeshimensis,,Caryophyllaceae,자생식물,106,,,보통,6,1:0/2:0/3:0/4:0/5:0/6:0/7:2/8:3/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,미국좀부처꽃,미국좀부처꽃,Ammannia coccinea,,Lythraceae,외래식물,105,7~10월,가을,보통,31,1:0/2:0/3:0/4:0/5:0/6:2/7:4/8:8/9:7/10:10/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,알꽈리,알꽈리,Tubocapsicum anomalum,,Solanaceae,자생식물,105,,,보통,20,1:3/2:0/3:0/4:2/5:1/6:3/7:1/8:3/9:5/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,산호수,산호수,Ardisia pusilla,,Myrsinaceae,자생식물,104,,,보통,8,1:1/2:0/3:0/4:0/5:1/6:0/7:1/8:1/9:2/10:1/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
105,금계국,금계국,Coreopsis basalis,,Asteraceae,재배식물,103,5~9월,여름,보통,61,1:1/2:0/3:1/4:3/5:16/6:17/7:9/8:6/9:7/10:1/11:0/12:0,GBIF관찰+KPNI정명,Y,,노랑,화단·도로변,상,큰금계국
,개박하,개박하,Nepeta cataria,,Lamiaceae,자생식물,103,,,보통,20,1:2/2:0/3:0/4:1/5:1/6:1/7:6/8:2/9:7/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,양버들,양버들,Populus nigra,,Salicaceae,재배식물,103,,,보통,23,1:0/2:0/3:3/4:1/5:5/6:3/7:2/8:2/9:3/10:3/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,선토끼풀,선토끼풀,Trifolium hybridum,,Fabaceae,외래식물,103,,,보통,12,1:0/2:0/3:0/4:0/5:2/6:2/7:4/8:4/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,실꽃풀,실꽃풀,Chamaelirium japonicum,,Liliaceae,자생식물,102,,,보통,22,1:0/2:1/3:1/4:2/5:1/6:6/7:6/8:3/9:1/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,구와취,구와취,Saussurea ussuriensis,,Asteraceae,자생식물,102,,,보통,12,1:1/2:0/3:0/4:0/5:0/6:2/7:2/8:2/9:4/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,물솜방망이,물솜방망이,Tephroseris pseudosonchus,,Asteraceae,자생식물,102,,,보통,23,1:0/2:0/3:1/4:8/5:9/6:4/7:1/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,유럽개미자리,유럽개미자리,Spergularia rubra,,Caryophyllaceae,외래식물,101,,,보통,19,1:1/2:0/3:0/4:1/5:7/6:5/7:4/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,금떡쑥,금떡쑥,Pseudognaphalium hypoleucum,,Asteraceae,자생식물,100,,,보통,4,1:0/2:0/3:0/4:0/5:4/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,갯고들빼기,갯고들빼기,Crepidiastrum lanceolatum,,Asteraceae,자생식물,99,,,보통,9,1:0/2:0/3:0/4:0/5:2/6:0/7:0/8:2/9:1/10:2/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
