도감번호,이름,KPNI국명,학명,관찰기준학명,과,자생구분,관찰건수,개화기_초안,계절_초안,희귀도_초안,관찰합계,관찰월분포,출처,기존200종,기존학명_낡음,대표색,주요서식지,AI난이도,비슷한꽃
,홍도서덜취,홍도서덜취,Saussurea polylepis,,Asteraceae,자생식물,16,,,귀함,4,1:1/2:0/3:0/4:0/5:1/6:2/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,꽃갈퀴덩굴,꽃갈퀴덩굴,Sherardia arvensis,,Rubiaceae,외래식물,16,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,개통발,개통발,Utricularia intermedia,,Lentibulariaceae,자생식물,16,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,미국물칭개,미국물칭개,Veronica americana,,Scrophulariaceae,외래식물,16,,,귀함,8,1:1/2:0/3:0/4:0/5:0/6:0/7:0/8:0/9:4/10:1/11:1/12:1,GBIF관찰+KPNI정명,,,,,,
,빈카,빈카,Vinca minor,,Rubiaceae,재배식물,16,,,귀함,5,1:0/2:0/3:0/4:5/5:0/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,넓은잎제비꽃,넓은잎제비꽃,Viola mirabilis,,Violaceae,자생식물,16,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,양파,양파,Allium cepa,,Liliaceae,재배식물,15,,,귀함,1,1:0/2:0/3:0/4:1/5:0/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,선갯장대,선갯장대,Arabis erecta,,Brassicaceae,자생식물,15,,,귀함,1,1:0/2:0/3:0/4:1/5:0/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,나도독미나리,나도독미나리,Conium maculatum,,Apiaceae,외래식물,15,,,귀함,7,1:0/2:0/3:0/4:0/5:4/6:0/7:2/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,산꽃다지,산꽃다지,Draba glabella,,Brassicaceae,자생식물,15,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,큰꽃땅비싸리,큰꽃땅비싸리,Indigofera grandiflora,,Fabaceae,자생식물,15,,,귀함,8,1:0/2:0/3:0/4:0/5:5/6:1/7:2/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,미모사,미모사,Mimosa pudica,,Fabaceae,재배식물,15,,,귀함,4,1:0/2:0/3:1/4:0/5:0/6:0/7:0/8:0/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,애기물매화,애기물매화,Parnassia alpicola,,Saxifragaceae,자생식물,15,,,귀함,1,1:0/2:0/3:0/4:0/5:1/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,가시꽈리,가시꽈리,Physaliastrum echinatum,,Solanaceae,자생식물,15,,,귀함,6,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:1/9:5/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,비단분취,비단분취,Saussurea komaroviana,,Asteraceae,자생식물,15,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,쇠분취,쇠분취,Saussurea sinuata,,Asteraceae,자생식물,15,,,귀함,8,1:1/2:0/3:0/4:0/5:0/6:1/7:0/8:3/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,좀쉬땅나무,좀쉬땅나무,Sorbaria kirilowii,,Rosaceae,재배식물,15,,,귀함,1,1:0/2:0/3:0/4:0/5:0/6:1/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,긴잎조팝나무,긴잎조팝나무,Spiraea media,,Rosaceae,자생식물,15,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,왕죽대아재비,왕죽대아재비,Streptopus koreanus,,Liliaceae,자생식물,15,,,귀함,9,1:0/2:0/3:0/4:0/5:1/6:1/7:5/8:1/9:0/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,혹난초,혹난초,Bulbophyllum inconspicuum,,Orchidaceae,자생식물,14,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,누운닭의장풀,누운닭의장풀,Commelina caroliniana,,Commelinaceae,외래식물,14,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,흰독말풀,흰독말풀,Datura wrightii,,Solanaceae,재배식물,14,,,귀함,14,1:0/2:0/3:0/4:0/5:2/6:0/7:4/8:2/9:4/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,등대꽃나무,등대꽃나무,Enkianthus campanulatus,,Ericaceae,재배식물,14,,,귀함,3,1:0/2:0/3:0/4:1/5:2/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,큰피막이풀,큰피막이풀,Hydrocotyle javanica,,Apiaceae,자생식물,14,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,좁은잎벌노랑이,좁은잎벌노랑이,Lotus tenuis,,Fabaceae,외래식물,14,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,산돌배,산돌배,Pyrus ussuriensis,,Rosaceae,자생식물,14,,,귀함,5,1:0/2:0/3:0/4:2/5:2/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,말냉이장구채,말냉이장구채,Silene noctiflora,,Caryophyllaceae,외래식물,14,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,넌출월귤,넌출월귤,Vaccinium oxycoccos,,Ericaceae,자생식물,14,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,개승마,개승마,Actaea biternata,,Ranunculaceae,자생식물,13,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,숲바람꽃,숲바람꽃,Anemone umbrosa,,Ranunculaceae,자생식물,13,,,귀함,3,1:0/2:0/3:1/4:2/5:0/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,애기비쑥,애기비쑥,Artemisia fauriei,,Asteraceae,자생식물,13,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,산쑥부쟁이,산쑥부쟁이,Aster lautureanus,,Asteraceae,자생식물,13,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,돌방풍,돌방풍,Carlesia sinensis,,Apiaceae,자생식물,13,,,귀함,1,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,성주풀,성주풀,Centranthera cochinchinensis,,Scrophulariaceae,자생식물,13,,,귀함,2,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:2/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,한라고들빼기,한라고들빼기,Crepidiastrum hallaisanense,,Asteraceae,자생식물,13,,,귀함,1,1:0/2:0/3:0/4:0/5:1/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,털복주머니란,털복주머니란,Cypripedium guttatum,,Orchidaceae,자생식물,13,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,장백패랭이꽃,장백패랭이꽃,Dianthus repens,,Caryophyllaceae,자생식물,13,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,참닻꽃,참닻꽃,Halenia coreana,,Gentianaceae,자생식물,13,,,귀함,2,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:2/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,눈해변싸리,눈해변싸리,Lespedeza macrovirgata,,Fabaceae,자생식물,13,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,상동잎쥐똥나무,상동잎쥐똥나무,Ligustrum quihoui,,Oleaceae,자생식물,13,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,좀전동싸리,좀전동싸리,Melilotus indicus,,Fabaceae,외래식물,13,,,귀함,1,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,개연꽃,개연꽃,Nuphar japonica,,Nymphaeaceae,자생식물,13,,,귀함,1,1:0/2:0/3:0/4:0/5:1/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,애기분홍낮달맞이꽃,애기분홍낮달맞이꽃,Oenothera rosea,,Onagraceae,재배식물,13,,,귀함,11,1:0/2:0/3:0/4:0/5:6/6:3/7:0/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,가솔송,가솔송,Phyllodoce caerulea,,Ericaceae,자생식물,13,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,물상추,물상추,Pistia stratiotes,,Araceae,재배식물,13,,,귀함,10,1:0/2:0/3:0/4:0/5:0/6:0/7:2/8:1/9:4/10:2/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,털개구리자리,털개구리자리,Ranunculus sardous,,Ranunculaceae,외래식물,13,,,귀함,1,1:0/2:0/3:0/4:0/5:1/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,토대황,토대황,Rumex aquaticus,,Polygonaceae,자생식물,13,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,진퍼리버들,진퍼리버들,Salix myrtilloides,,Salicaceae,자생식물,13,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,창골무꽃,창골무꽃,Scutellaria barbata,,Lamiaceae,자생식물,13,,,귀함,2,1:0/2:0/3:0/4:0/5:2/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,분홍꽃조개나물,분홍꽃조개나물,Ajuga nipponensis,,Lamiaceae,자생식물,12,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,봄맞이냉이,봄맞이냉이,Cardamine hirsuta,,Brassicaceae,외래식물,12,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,큰꽃장대,큰꽃장대,Dontostemon hispidus,,Brassicaceae,자생식물,12,,,귀함,1,1:0/2:0/3:0/4:0/5:1/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,벌깨풀,벌깨풀,Dracocephalum rupestre,,Lamiaceae,자생식물,12,,,귀함,1,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,금영화,금영화,Eschscholzia californica,,Papaveraceae,재배식물,12,,,귀함,5,1:0/2:0/3:0/4:2/5:2/6:1/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,감초,감초,Glycyrrhiza uralensis,,Fabaceae,재배식물,12,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,목향,목향,Inula helenium,,Asteraceae,재배식물,12,,,귀함,2,1:0/2:0/3:0/4:0/5:2/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,들사마귀풀,들사마귀풀,Murdannia nudiflora,,Commelinaceae,외래식물,12,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,초종용,초종용,Orobanche coerulescens,,Orobanchaceae,자생식물,12,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,금강인가목,금강인가목,Pentactina rupicola,,Rosaceae,자생식물,12,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,선둥굴레,선둥굴레,Polygonatum grandicaule,,Liliaceae,자생식물,12,,,귀함,6,1:0/2:0/3:0/4:1/5:2/6:3/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,큰개구리발톱,큰개구리발톱,Semiaquilegia quelpaertensis,,Ranunculaceae,자생식물,12,,,귀함,4,1:0/2:0/3:2/4:2/5:0/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,그늘꿩의다리,그늘꿩의다리,Thalictrum osmorhizoides,,Ranunculaceae,자생식물,12,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,발톱꿩의다리,발톱꿩의다리,Thalictrum sparsiflorum,,Ranunculaceae,자생식물,12,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,좀머귀나무,좀머귀나무,Zanthoxylum fauriei,,Rutaceae,자생식물,12,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,가는줄돌쩌귀,가는줄돌쩌귀,Aconitum volubile,,Ranunculaceae,자생식물,11,,,귀함,1,1:1/2:0/3:0/4:0/5:0/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,당삽주,당삽주,Atractylodes koreana,,Asteraceae,자생식물,11,,,귀함,2,1:0/2:0/3:0/4:1/5:0/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,탐라현호색,탐라현호색,Corydalis hallaisanensis,,Fumariaceae,자생식물,11,,,귀함,4,1:0/2:0/3:2/4:2/5:0/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,큰백령풀,큰백령풀,Diodia virginiana,,Rubiaceae,외래식물,11,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,하늘바라기,하늘바라기,Heliopsis helianthoides,,Asteraceae,재배식물,11,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,물양귀비,물양귀비,Hydrocleys nymphoides,,Alismataceae,재배식물,11,,,귀함,10,1:0/2:0/3:0/4:0/5:0/6:0/7:4/8:1/9:4/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,사리풀,사리풀,Hyoscyamus niger,,Solanaceae,재배식물,11,,,귀함,1,1:0/2:0/3:0/4:0/5:0/6:0/7:1/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,제주무엽란,제주무엽란,Lecanorchis kiusiana,,Orchidaceae,자생식물,11,,,귀함,3,1:0/2:1/3:0/4:0/5:1/6:1/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,좀맥문동,좀맥문동,Liriope minor,,Liliaceae,자생식물,11,,,귀함,4,1:0/2:0/3:0/4:0/5:0/6:2/7:0/8:2/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,후미푸사선인장,후미푸사선인장,Opuntia humifusa,,Cactaceae,재배식물,11,,,귀함,10,1:0/2:2/3:0/4:1/5:1/6:3/7:1/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,두메자운,두메자운,Oxytropis anertii,,Fabaceae,자생식물,11,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,드람불꽃,드람불꽃,Phlox drummondii,,Polemoniaceae,재배식물,11,,,귀함,5,1:0/2:0/3:0/4:0/5:0/6:0/7:3/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,빈추나무,빈추나무,Prinsepia sinensis,,Rosaceae,자생식물,11,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,분홍할미꽃,분홍할미꽃,Pulsatilla dahurica,,Ranunculaceae,자생식물,11,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,산할미꽃,산할미꽃,Pulsatilla nivalis,,Ranunculaceae,자생식물,11,,,귀함,1,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:0/9:0/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,주름구슬냉이,주름구슬냉이,Rapistrum rugosum,,Brassicaceae,외래식물,11,,,귀함,3,1:0/2:0/3:0/4:0/5:0/6:3/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,탐라바위취,탐라바위취,Saxifraga cortusifolia,,Saxifragaceae,자생식물,11,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
,주걱비름,주걱비름,Sedum tosaense,,Crassulaceae,자생식물,11,,,귀함,1,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:0/9:0/10:0/11:0/12:1,GBIF관찰+KPNI정명,,,,,,
,초록별꽃,초록별꽃,Stellaria neglecta,,Caryophyllaceae,자생식물,11,,,귀함,3,1:0/2:0/3:0/4:1/5:1/6:0/7:0/8:0/9:0/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,우선국,우선국,Symphyotrichum novi-belgii,,Asteraceae,재배식물,11,,,귀함,3,1:0/2:0/3:0/4:0/5:0/6:2/7:0/8:0/9:0/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,넓은잎초오,넓은잎초오,Aconitum sczukinii,,Ranunculaceae,자생식물,10,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
178,아게라텀,불로화,Ageratum houstonianum,,Asteraceae,재배식물,10,,,귀함,5,1:0/2:0/3:0/4:0/5:0/6:0/7:1/8:2/9:1/10:0/11:1/12:0,GBIF관찰+KPNI정명,Y,,보라,화단,중,-
,태백바람꽃,태백바람꽃,Anemone pendulisepala,,Ranunculaceae,자생식물,10,,,귀함,8,1:0/2:0/3:0/4:7/5:1/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,나도어저귀,나도어저귀,Anoda cristata,,Malvaceae,외래식물,10,,,귀함,2,1:0/2:0/3:0/4:0/5:0/6:0/7:1/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,외잎승마,외잎승마,Astilbe simplicifolia,,Saxifragaceae,자생식물,10,,,귀함,0,,GBIF관찰+KPNI정명,,,,,,
